Modelo,RMSE_train,MAE_train,R2_train,MAPE_train,RMSE_test,MAE_test,R2_test,MAPE_test,Tiempo_entrenamiento_s,Tiempo_inferencia_test_s
Random Forest,258.6190169154971,178.98011986301367,0.9817541621942386,0.06230139213064745,679.6694809568344,441.6842517006803,0.8847969665694795,1.4599940463333871,13.926252126693726,0.07156872749328613
Ridge,765.3936692187351,564.3093215183686,0.8401868070754315,0.18212072943357258,827.9709809317121,608.9786057494194,0.8290383866836162,1.4983921253129184,1.5889108180999756,0.0047702789306640625
